adult,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
False,"[16, 10751, 878, 12, 35]",732670,en,LEGO Star Wars Holiday Special,17.729,2020-11-17,LEGO Star Wars Holiday Special,6.534,306
False,[10752],635744,en,Jarhead: Law of Return,24.454,2019-10-01,Jarhead: Law of Return,6.534,3329
False,"[35, 28, 53]",581600,en,Spenser Confidential,30.188,2020-03-06,Spenser Confidential,6.534,2181
False,"[28, 12, 18, 10751]",38575,en,The Karate Kid,51.841,2010-06-10,The Karate Kid,6.534,5729
False,[35],21861,fr,LOL (Laughing Out Loud),9.675,2009-02-04,LOL (Laughing Out Loud),6.5,1265
False,"[18, 35, 80]",10147,en,Bad Santa,31.075,2003-11-26,Bad Santa,6.534,2025
False,"[28, 80, 18]",10126,en,Colors,19.74,1988-04-15,Colors,6.534,429
False,"[80, 18, 9648, 53]",5955,en,The Pledge,32.915,2001-01-19,The Pledge,6.534,953
False,"[80, 35]",2360,en,Saving Grace,11.943,2000-01-24,Saving Grace,6.534,398
False,"[28, 35]",897087,en,Freelance,159.064,2023-10-05,Freelance,6.533,628
False,"[10751, 12]",172386,en,Return to Nim's Island,12.63,2013-03-15,Return to Nim's Island,6.5,631
False,"[12, 16, 35, 10751]",83201,en,Puss in Boots: The Three Diablos,31.264,2012-02-07,Puss in Boots: The Three Diablos,6.533,448
False,"[35, 80]",13161,en,Big Stan,29.331,2007-11-03,Big Stan,6.533,839
False,"[35, 80, 18]",12079,en,Spun,15.827,2003-02-07,Spun,6.5,427
False,"[35, 18, 36]",6538,en,Charlie Wilson's War,28.245,2007-12-19,Charlie Wilson's War,6.533,1386
False,"[18, 35, 10749]",800939,en,Ticket to Paradise,26.241,2022-09-08,Ticket to Paradise,6.532,967
False,"[53, 9648]",401981,en,Red Sparrow,40.573,2018-02-28,Red Sparrow,6.532,5736
False,"[18, 35, 80]",282984,en,Irrational Man,20.187,2015-07-17,Irrational Man,6.532,2300
False,"[35, 18]",271724,fr,Hippocrate,8.683,2014-09-03,Hippocrates,6.5,456
False,"[36, 18]",245700,en,Mr. Turner,15.785,2014-10-31,Mr. Turner,6.532,496
False,[35],53319,it,Che bella giornata,7.164,2011-01-05,What a Beautiful Day,6.532,1459
False,"[14, 27, 28, 53]",36586,en,Blade II,38.335,2002-03-22,Blade II,6.533,4485
False,"[16, 35, 10751]",21316,en,Leroy & Stitch,26.4,2006-06-23,Leroy & Stitch,6.532,489
False,"[27, 35, 878]",18111,en,Bride of Re-Animator,14.424,1990-09-01,Bride of Re-Animator,6.5,421
False,"[18, 35, 14]",12797,en,Ghost Town,26.455,2008-09-19,Ghost Town,6.532,912
False,[35],11624,en,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,19.273,1972-08-06,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.532,871
False,"[18, 10749]",10818,fr,Naissance des pieuvres,16.75,2007-05-17,Water Lilies,6.532,386
False,"[28, 14, 53]",489326,en,Mortal,20.616,2020-02-28,Mortal,6.531,450
False,"[53, 18, 27]",436274,en,Radius,17.521,2017-07-17,Radius,6.529,613
False,[18],339408,en,The Birth of a Nation,15.639,2016-09-09,The Birth of a Nation,6.5,507
False,"[16, 10749, 10751, 14]",16119,en,Cinderella III: A Twist in Time,43.914,2007-02-06,Cinderella III: A Twist in Time,6.5,1190
False,"[35, 878]",11285,en,Cocoon: The Return,22.711,1988-09-13,Cocoon: The Return,6.531,954
False,"[18, 80, 53, 9648]",10354,en,True Crime,32.148,1999-03-19,True Crime,6.531,695
False,"[35, 14]",6069,en,The Witches of Eastwick,22.487,1987-06-12,The Witches of Eastwick,6.531,1309
False,"[10749, 18, 35]",988078,es,A través del mar,75.649,2023-06-23,Through My Window: Across the Sea,6.53,701
False,"[28, 12, 14]",76338,en,Thor: The Dark World,62.985,2013-10-30,Thor: The Dark World,6.53,16759
False,"[35, 10749]",55721,en,Bridesmaids,39.561,2011-05-13,Bridesmaids,6.53,4194
False,"[18, 80]",1990,en,Paranoid Park,16.596,2007-07-12,Paranoid Park,6.53,505
False,"[53, 18, 27]",436274,en,Radius,17.521,2017-07-17,Radius,6.529,613
False,"[28, 27, 878]",375366,en,The Girl with All the Gifts,25.381,2016-09-23,The Girl with All the Gifts,6.529,1875
False,"[18, 36]",309299,en,Experimenter,19.225,2015-10-16,Experimenter,6.529,439
False,"[16, 14, 12]",37933,ja,ゲド戦記,30.471,2006-07-29,Tales from Earthsea,6.529,1251
False,"[18, 10751, 10749, 10402]",9816,en,Save the Last Dance,20.599,2001-01-12,Save the Last Dance,6.529,1223
False,"[28, 878, 53, 80]",865,en,The Running Man,44.488,1987-11-13,The Running Man,6.529,2212
False,"[28, 80, 53]",948276,fr,Balle perdue 2,23.437,2022-11-10,Lost Bullet 2,6.528,341
False,"[28, 12, 35, 878, 10751]",791155,en,Secret Headquarters,60.076,2022-08-12,Secret Headquarters,6.528,325
False,"[35, 10402]",353616,en,Pitch Perfect 3,43.352,2017-12-20,Pitch Perfect 3,6.528,3197
False,"[28, 12, 14]",293167,en,Kong: Skull Island,100.008,2017-03-08,Kong: Skull Island,6.5,10019
False,"[27, 878]",14510,en,From Beyond,14.684,1986-10-24,From Beyond,6.528,508
False,"[35, 18, 10751, 10402, 10749, 10770]",13649,en,High School Musical 2,24.639,2007-08-17,High School Musical 2,6.527,3611
False,"[18, 53]",575446,es,Nuevo orden,16.428,2020-10-22,New Order,6.5,311
False,"[35, 10749]",458534,fr,Tout le monde debout,18.946,2018-03-14,Rolling to You,6.527,738
False,"[16, 27, 878, 28, 12, 53]",389868,ko,서울역,17.051,2016-08-17,Seoul Station,6.527,407
False,"[36, 18]",365620,en,Ferrari,80.463,2023-12-14,Ferrari,6.527,528
False,"[18, 10749]",257785,en,Tulip Fever,22.553,2017-07-13,Tulip Fever,6.5,660
False,"[18, 27]",242224,en,The Babadook,33.383,2014-05-22,The Babadook,6.527,5741
False,[18],44129,en,The Company Men,18.914,2010-10-21,The Company Men,6.527,674
False,"[10751, 16, 35]",15655,en,The Tigger Movie,17.016,2000-02-11,The Tigger Movie,6.527,535
False,"[28, 53]",10656,fr,Subway,19.391,1985-04-10,Subway,6.527,419
False,"[12, 28, 878]",330,en,The Lost World: Jurassic Park,3.048,1997-05-23,The Lost World: Jurassic Park,6.527,8010
False,"[53, 27]",301365,en,The Neon Demon,20.644,2016-05-31,The Neon Demon,6.526,3603
False,"[18, 35]",274479,en,Joy,39.692,2015-12-24,Joy,6.5,3960
False,"[16, 10751, 12]",10567,en,Dinosaur,41.193,2000-05-19,Dinosaur,6.5,2377
False,"[10752, 36, 18]",661231,en,Operation Mincemeat,20.237,2022-04-01,Operation Mincemeat,6.525,613
False,"[10749, 35]",623195,en,Falling Inn Love,17.678,2019-08-29,Falling Inn Love,6.525,1112
False,"[12, 35]",469274,fr,Nicky Larson et le parfum de Cupidon,17.504,2019-02-06,Nicky Larson and the Cupid's Perfume,6.5,750
False,"[10751, 16, 12, 35]",270946,en,Penguins of Madagascar,87.912,2014-11-22,Penguins of Madagascar,6.525,3954
False,"[53, 18]",186929,nl,Borgman,12.828,2013-05-13,Borgman,6.525,301
False,"[80, 35, 53, 18]",73567,en,Killer Joe,26.414,2011-09-10,Killer Joe,6.5,1334
False,"[35, 80, 28]",1493,en,Miss Congeniality,29.994,2000-12-22,Miss Congeniality,6.525,3715
False,"[28, 80, 53]",6,en,Judgment Night,21.473,1993-10-15,Judgment Night,6.525,317
False,"[10402, 35, 18]",532620,fr,Let's Dance,11.251,2019-03-27,Let's Dance,6.524,315
False,"[35, 10751, 14]",14136,en,The Love Bug,22.511,1968-12-23,The Love Bug,6.5,550
False,"[27, 878, 9648]",9276,en,The Faculty,37.27,1998-12-25,The Faculty,6.524,1840
False,"[28, 12, 878, 53]",435,en,The Day After Tomorrow,38.854,2004-05-26,The Day After Tomorrow,6.524,7728
False,"[10749, 35]",623195,en,Falling Inn Love,17.678,2019-08-29,Falling Inn Love,6.525,1112
False,"[28, 12, 35, 10749]",11198,cn,城市獵人,19.794,1993-01-01,City Hunter,6.5,349
False,"[28, 35, 80, 53]",146216,en,RED 2,47.561,2013-07-18,RED 2,6.522,3852
False,"[27, 878, 9648]",8413,en,Event Horizon,40.14,1997-08-15,Event Horizon,6.524,2649
False,"[35, 10749]",5951,en,The Jane Austen Book Club,12.657,2007-09-09,The Jane Austen Book Club,6.5,356
False,"[12, 28, 53]",699,en,For Your Eyes Only,32.427,1981-06-24,For Your Eyes Only,6.522,1742
False,"[18, 28, 12, 36, 10752]",72431,en,Red Tails,30.776,2012-01-19,Red Tails,6.521,596
False,"[28, 878]",2789,en,The Chronicles of Riddick,18.302,2004-06-11,The Chronicles of Riddick,6.521,3862
False,"[12, 18]",309302,zh,狼图腾,12.873,2015-02-19,Wolf Totem,6.52,368
False,"[35, 10751]",38843,en,Ramona and Beezus,16.11,2010-07-23,Ramona and Beezus,6.5,738
False,[35],9900,en,Grandma's Boy,21.753,2006-01-06,Grandma's Boy,6.52,617
False,"[28, 53, 18]",522938,en,Rambo: Last Blood,64.823,2019-09-19,Rambo: Last Blood,6.519,3669
False,"[35, 27, 878]",16296,en,Killer Klowns from Outer Space,33.638,1988-05-27,Killer Klowns from Outer Space,6.519,909
False,"[35, 12]",11282,en,Harold & Kumar Go to White Castle,29.689,2004-05-30,Harold & Kumar Go to White Castle,6.519,1948
False,"[80, 18, 9648, 53]",401545,es,Todos lo saben,15.77,2018-05-09,Everybody Knows,6.518,921
False,"[53, 80, 18]",68812,en,The Iceman,24.079,2012-09-01,The Iceman,6.518,961
False,"[80, 18]",18129,en,The Grifters,17.888,1990-08-08,The Grifters,6.518,366
False,"[53, 80, 18]",68812,en,The Iceman,24.079,2012-09-01,The Iceman,6.518,961
False,"[80, 18]",18129,en,The Grifters,17.888,1990-08-08,The Grifters,6.518,366
False,"[35, 80]",11676,en,Nothing to Lose,23.103,1997-07-18,Nothing to Lose,6.518,564
False,[28],9399,en,Lionheart,50.552,1990-06-07,Lionheart,6.518,973
False,[35],39371,it,L'allenatore nel pallone,6.82,1984-10-26,Trainer at the ball,6.5,355
False,"[18, 36, 53, 9648, 10752]",8665,en,K-19: The Widowmaker,29.176,2002-07-19,K-19: The Widowmaker,6.517,950
False,"[10752, 18]",581859,en,Da 5 Bloods,23.162,2020-06-12,Da 5 Bloods,6.516,1020
False,"[35, 27]",273477,en,Scouts Guide to the Zombie Apocalypse,51.77,2015-10-23,Scouts Guide to the Zombie Apocalypse,6.516,1809
False,"[28, 53, 80]",8909,en,Wanted,38.953,2008-06-19,Wanted,6.516,6743
False,"[18, 36]",517088,en,Being the Ricardos,19.737,2021-12-10,Being the Ricardos,6.515,583
False,"[28, 35, 878]",41154,en,Men in Black 3,54.987,2012-05-23,Men in Black 3,6.515,9938
False,"[35, 12, 14, 878, 28]",11551,en,Small Soldiers,45.96,1998-07-10,Small Soldiers,6.515,2015
False,"[18, 36, 10749]",11400,en,The New World,16.553,2005-12-25,The New World,6.5,1087
False,"[35, 16, 10751, 12]",8868,fr,Astérix et la Surprise de César,21.339,1985-03-06,Asterix vs. Caesar,6.515,550
False,"[18, 27, 9648, 53]",807356,en,Watcher,23.623,2022-06-03,Watcher,6.514,758
False,"[53, 10749, 18]",14249,en,Revenge,26.424,1990-02-16,Revenge,6.514,418
False,"[80, 53, 18]",1965,en,A Perfect Murder,17.394,1998-06-05,A Perfect Murder,6.514,1290
False,[18],320367,en,Return,5.813,2015-01-01,Return,6.513,767
False,[18],295964,en,Burnt,23.713,2015-10-02,Burnt,6.513,3227
False,"[35, 18, 10751]",15739,en,Annie,25.746,1982-05-21,Annie,6.5,658
False,"[14, 28, 53]",12437,en,Underworld: Rise of the Lycans,35.015,2009-01-22,Underworld: Rise of the Lycans,6.513,3445
False,"[12, 14, 16, 28, 10751]",10991,ja,劇場版ポケットモンスター 結晶塔の帝王 ENTEI,41.204,2000-07-08,Pokémon 3: The Movie,6.513,596
False,"[35, 10749]",10466,en,The Money Pit,37.98,1986-03-26,The Money Pit,6.513,1061
False,"[53, 28, 80]",553604,en,Honest Thief,19.907,2020-09-03,Honest Thief,6.512,1629
False,"[28, 12, 878, 14]",246655,en,X-Men: Apocalypse,75.609,2016-05-18,X-Men: Apocalypse,6.512,12507
False,"[28, 16, 878]",39103,ja,ドラゴンボールZ 激突!!100億パワーの戦士たち,48.954,1992-03-07,Dragon Ball Z: The Return of Cooler,6.512,882
False,"[10749, 35]",24122,en,The Rebound,24.988,2009-09-16,The Rebound,6.512,857
False,"[28, 12, 53, 18]",5353,en,The Hunting Party,15.179,2007-09-03,The Hunting Party,6.512,300
False,"[878, 28, 12, 53]",193,en,Star Trek: Generations,24.857,1994-11-18,Star Trek: Generations,6.5,1248
False,[18],184341,en,Hands of Stone,15.487,2016-08-26,Hands of Stone,6.511,379
False,"[28, 18, 9648, 53, 80]",10782,en,Basic,22.371,2003-04-18,Basic,6.5,980
False,"[18, 10752]",347629,en,Thank You for Your Service,13.926,2017-10-26,Thank You for Your Service,6.51,338
False,"[35, 10749]",248774,en,Obvious Child,9.573,2014-06-06,Obvious Child,6.51,413
False,"[16, 12, 35, 10751]",172385,en,Rio 2,50.045,2014-03-19,Rio 2,6.51,3331
False,"[35, 14, 10749]",37725,en,It's a Boy Girl Thing,23.515,2006-07-15,It's a Boy Girl Thing,6.5,996
False,"[18, 80]",15070,en,Undisputed,40.602,2002-07-17,Undisputed,6.51,680
False,"[53, 18]",227700,en,Anna,17.294,2013-10-13,Anna,6.509,602
False,"[35, 10749]",22897,en,It's Complicated,29.131,2009-12-23,It's Complicated,6.509,1322
False,"[53, 80, 9648, 18]",9437,en,Kiss the Girls,33.177,1997-09-29,Kiss the Girls,6.509,1415
False,"[28, 12, 53]",708,en,The Living Daylights,32.83,1987-06-29,The Living Daylights,6.509,1658
False,[35],4729,fr,Le Gendarme se marie,17.929,1968-10-30,The Gendarme Gets Married,6.508,529
False,"[28, 12, 53]",708,en,The Living Daylights,32.83,1987-06-29,The Living Daylights,6.509,1658
False,"[18, 27, 9648, 53]",807356,en,Watcher,23.623,2022-06-03,Watcher,6.514,758
False,[35],773655,en,Death to 2020,21.375,2020-12-27,Death to 2020,6.507,688
False,"[14, 10751, 35]",400650,en,Mary Poppins Returns,29.853,2018-12-13,Mary Poppins Returns,6.507,3192
False,"[18, 80, 36]",261023,en,Black Mass,30.576,2015-09-17,Black Mass,6.507,3213
False,"[10749, 878, 9648]",218425,en,Frequencies,11.907,2013-07-24,Frequencies,6.507,384
False,"[28, 12, 878]",102382,en,The Amazing Spider-Man 2,90.696,2014-04-16,The Amazing Spider-Man 2,6.507,12719
False,"[28, 53, 80]",27582,en,The Mechanic,58.563,2011-01-13,The Mechanic,6.507,3077
False,[35],11543,en,Kingpin,25.589,1996-07-04,Kingpin,6.507,811
False,"[28, 12]",568620,en,Snake Eyes: G.I. Joe Origins,44.777,2021-07-22,Snake Eyes: G.I. Joe Origins,6.506,1458
False,"[878, 28, 18, 53]",68724,en,Elysium,47.521,2013-08-07,Elysium,6.506,8464
False,[35],60175,fr,Les sous-doués,9.43,1980-04-30,The Under-Gifted,6.506,430
False,[9648],43629,en,Doodlebug,12.082,1997-01-01,Doodlebug,6.506,436
False,"[12, 53, 878]",74,en,War of the Worlds,47.416,2005-06-28,War of the Worlds,6.506,8007
False,"[878, 18, 27]",594718,ru,Спутник,21.674,2020-09-08,Sputnik,6.505,681
False,"[35, 14, 10749]",381890,zh,美人鱼,31.241,2016-02-08,The Mermaid,6.505,375
False,"[10749, 35, 28]",205022,hi,Chennai Express,21.301,2013-08-08,Chennai Express,6.505,310
False,"[53, 80, 9648]",13483,en,Awake,20.864,2007-11-28,Awake,6.505,1305
False,"[16, 10751, 12, 35]",13053,en,Bolt,61.823,2008-11-21,Bolt,6.506,5765
False,"[80, 53]",302,en,Swimming Pool,20.594,2003-05-21,Swimming Pool,6.5,654
False,[35],376659,en,Bad Moms,26.559,2016-07-28,Bad Moms,6.504,3962
False,"[53, 878, 9648]",273271,en,Time Lapse,13.239,2014-05-24,Time Lapse,6.504,1164
False,"[35, 80]",628914,en,Queenpins,30.722,2021-08-26,Queenpins,6.521,376
False,"[53, 9648, 80, 27]",30689,it,4 mosche di velluto grigio,17.12,1971-12-17,Four Flies on Grey Velvet,6.503,353
False,"[28, 80]",14854,en,Lone Wolf McQuade,28.546,1983-04-15,Lone Wolf McQuade,6.503,331
False,"[35, 18, 10749]",13665,en,Arthur,19.015,1981-07-17,Arthur,6.503,391
False,"[18, 27]",10894,en,May,16.549,2003-04-11,May,6.503,575
False,"[10751, 12, 16, 35]",10527,en,Madagascar: Escape 2 Africa,61.886,2008-10-30,Madagascar: Escape 2 Africa,6.502,6592
False,"[80, 35, 9648, 18]",977506,fr,Mon crime,23.126,2023-03-08,The Crime Is Mine,6.494,320
False,"[35, 10749]",475303,en,A Rainy Day in New York,2.127,2019-07-26,A Rainy Day in New York,6.502,2146
False,"[27, 53]",417384,en,Scary Stories to Tell in the Dark,34.926,2019-08-08,Scary Stories to Tell in the Dark,6.502,2516
False,"[53, 80, 28]",11808,en,U.S. Marshals,35.143,1998-03-06,U.S. Marshals,6.5,1499
False,"[28, 53]",961484,en,Last Seen Alive,39.874,2022-05-12,Last Seen Alive,6.501,854
False,"[35, 18]",747188,en,Asteroid City,50.965,2023-06-08,Asteroid City,6.501,1509
False,[18],157847,en,Joe,13.359,2014-04-11,Joe,6.501,880
False,"[53, 80, 27]",43947,en,I Spit on Your Grave,47.374,2010-06-17,I Spit on Your Grave,6.501,2141
False,"[27, 53, 9648]",11348,en,Fragile,22.28,2005-10-14,Fragile,6.501,549
False,"[35, 10749]",63492,en,What's Your Number?,23.167,2011-09-30,What's Your Number?,6.5,2255
False,"[35, 10749]",20943,en,The Ugly Truth,37.789,2009-07-24,The Ugly Truth,6.5,3387
False,"[10749, 35]",531438,en,Holiday in the Wild,18.07,2019-11-06,Holiday in the Wild,6.499,511
False,"[27, 9648, 53]",359246,en,Hell House LLC,19.537,2015-10-16,Hell House LLC,6.499,389
False,"[35, 18, 10749]",229297,en,Magic in the Moonlight,24.706,2014-07-25,Magic in the Moonlight,6.499,2011
False,"[28, 18, 53]",19277,en,In Hell,24.15,2003-11-24,In Hell,6.499,497
False,"[10749, 35, 10751]",11899,en,The Muppets Take Manhattan,17.278,1984-06-27,The Muppets Take Manhattan,6.5,350
False,"[28, 80, 53]",584,en,2 Fast 2 Furious,7.161,2003-06-05,2 Fast 2 Furious,6.499,7083
False,"[18, 80]",400,en,Things to Do in Denver When You're Dead,18.117,1995-12-01,Things to Do in Denver When You're Dead,6.499,355
False,[18],444539,en,La librería,18.936,2017-11-10,The Bookshop,6.498,411
False,"[53, 18]",146015,en,The Double,16.767,2014-04-03,The Double,6.498,934
False,"[12, 18]",399360,en,Alpha,35.438,2018-08-17,Alpha,6.497,2465
False,[35],335051,it,Se Dio vuole,12.132,2015-04-09,God Willing,6.497,586
False,"[35, 14, 10749]",10631,en,All of Me,17.962,1984-09-21,All of Me,6.497,321
False,"[10770, 35]",287689,en,7 Days in Hell,17.774,2015-07-11,7 Days in Hell,6.494,355
False,"[9648, 10749, 53]",160139,en,Night Train to Lisbon,13.665,2013-03-07,Night Train to Lisbon,6.496,382
False,"[37, 12]",9086,en,Young Guns II,17.533,1990-08-01,Young Guns II,6.496,503
False,"[18, 36]",601470,en,The Eyes of Tammy Faye,15.775,2021-09-17,The Eyes of Tammy Faye,6.495,551
False,"[16, 878]",492719,ja,GODZILLA 決戦機動増殖都市,31.028,2018-05-18,Godzilla: City on the Edge of Battle,6.5,314
False,[35],464446,en,Return,7.885,2015-07-04,Return,6.499,380
False,"[28, 16, 878]",39100,ja,ドラゴンボールZ この世で一番強いヤツ,43.292,1990-03-10,Dragon Ball Z: The World's Strongest,6.494,453
False,"[12, 16, 28, 35, 10751]",12610,en,Osmosis Jones,27.417,2001-08-10,Osmosis Jones,6.494,966
False,"[12, 16, 28, 35, 10751]",12610,en,Osmosis Jones,27.417,2001-08-10,Osmosis Jones,6.494,966
False,"[9648, 53, 18]",10866,en,Joy Ride,29.008,2001-10-05,Joy Ride,6.494,1112
False,"[35, 10749, 18]",9870,en,Forgetting Sarah Marshall,37.077,2008-04-17,Forgetting Sarah Marshall,6.494,3238
False,"[18, 10749]",535,en,Flashdance,28.468,1983-04-14,Flashdance,6.494,1380
False,"[16, 12, 10751, 14]",116711,en,Epic,38.611,2013-05-15,Epic,6.5,2595
False,"[16, 18, 10751]",13205,en,Bambi II,26.767,2006-01-26,Bambi II,6.493,935
False,"[53, 80, 9648]",1710,en,Copycat,27.457,1995-10-27,Copycat,6.5,889
False,"[12, 28, 53]",253,en,Live and Let Die,34.806,1973-06-27,Live and Let Die,6.493,1917
False,"[878, 12, 9648]",152,en,Star Trek: The Motion Picture,33.352,1979-12-07,Star Trek: The Motion Picture,6.493,1623
False,"[16, 10751]",73723,en,The Lorax,91.095,2012-03-01,The Lorax,6.492,3363
False,"[16, 35, 10751, 12, 14]",12222,en,Horton Hears a Who!,40.543,2008-03-03,Horton Hears a Who!,6.492,3123
False,"[18, 80, 53]",7442,en,Sleeping with the Enemy,19.608,1991-01-13,Sleeping with the Enemy,6.492,1008
False,"[18, 35, 10749]",51991,fr,Les Émotifs anonymes,11.941,2010-12-22,Romantics Anonymous,6.5,510
False,"[12, 14, 18, 878, 10749]",10326,en,Forever Young,18.797,1992-12-16,Forever Young,6.491,840
False,"[28, 12, 53]",9350,en,Cliffhanger,34.77,1993-05-28,Cliffhanger,6.491,2227
False,"[18, 14, 27, 53]",301804,en,Before I Wake,27.818,2016-04-07,Before I Wake,6.49,1767
False,"[18, 10749]",47760,en,Restless,19.33,2011-09-16,Restless,6.49,387
False,"[12, 14, 10749]",18032,en,The Secret of Moonacre,20.98,2009-02-06,The Secret of Moonacre,6.49,432
False,[35],15373,en,Role Models,23.187,2008-11-07,Role Models,6.49,1793
False,[18],14684,en,School Ties,20.458,1992-09-18,School Ties,6.5,366
False,"[35, 10751]",575100,it,10 giorni senza mamma,8.191,2019-02-07,When Mom Is Away,6.5,466
False,"[10751, 16, 28, 12, 35]",274862,en,The Lego Ninjago Movie,30.54,2017-09-21,The Lego Ninjago Movie,6.489,979
False,"[53, 9648]",204922,en,Before I Go to Sleep,34.17,2014-09-03,Before I Go to Sleep,6.5,1923
False,"[53, 27, 14]",621151,en,Spell,31.317,2020-10-30,Spell,6.488,367
False,"[18, 10749]",341174,en,Fifty Shades Darker,60.62,2017-02-08,Fifty Shades Darker,6.489,7405
False,[35],104859,en,Mac & Devin Go to High School,16.448,2012-07-03,Mac & Devin Go to High School,6.488,406
False,"[35, 10751, 10749]",33689,en,It Takes Two,25.893,1995-11-17,It Takes Two,6.488,843
False,"[27, 9648]",4233,en,Scream 2,64.505,1997-12-12,Scream 2,6.488,3907
False,"[53, 12]",924482,en,The Ledge,40.453,2022-02-18,The Ledge,6.487,308
False,"[27, 53, 18]",529962,en,The Perfection,17.875,2018-09-20,The Perfection,6.487,1281
False,"[35, 10751, 14]",10330,en,Freaky Friday,41.006,2003-08-05,Freaky Friday,6.487,3611
